report_date,descr_stage,report_text,event_date,date_source,assigned_carrier,ac_manufacturer,ac_family,ac_standard_name,ac_reported_name,ac_number_of_ac,geo_loc,geo_loc_ind,geo_loc2,geo_nlocs,geo_iso_code,geo_country,geo_lat,geo_long,descr_part,descr_action,descr_adjective,descr_condition
2008-09-05,approach,"Blue Line MD83 at Zurich on Aug 31st 2008, very loud bang noises on landing",2008-08-31,Extracted,blue,mcdonnell_douglas,MD80 family,MD83,MD83,1,Zurich,at,Zurich,1,CHE,Switzerland,47.38,8.54,,noise;bang,,
2008-09-05,,"Brussels Airlines B734 at Brussels on Sep 2nd 2008, technical failure",2008-09-02,Extracted,brussels airlines,boeing,737 family,B737,B734,1,Brussels,at,Brussels,1,BEL,Belgium,50.83,4.33,,failure,,
2008-09-05,,"Brussels Airlines B734 at Brussels on Sep 2nd 2008, technical failure",2008-09-02,Extracted,brussels,boeing,737 family,B737,B734,1,Brussels,at,Brussels,1,BEL,Belgium,50.83,4.33,,failure,,
2008-09-05,,"Easyjet A319 at Oviedo on Sep 3rd 2008, tower unoccupied",2008-09-03,Extracted,easyjet,airbus,A320 family,A319,A319,1,Oviedo,at,Oviedo,1,ESP,Spain,43.35,-5.83,atc,,,
2008-09-05,,"Thomsonfly B763 at Cancun on Sep 4th 2008, smoke in cabin",2008-09-04,Extracted,thomsonfly,boeing,767 family,B767,B763,1,Cancun,at,Cancun,1,MEX,Mexico,21.17,-86.83,,smoke,,
2008-09-06,,"Air Mauritius A343 at Mauritius on Sep 2nd 2008, flaps problem forces return",2008-09-02,Extracted,air mauritius,airbus,A340 family,A343,A343,1,Mauritius,at,Mauritius,1,MUS,Mauritius,NA,NA,,return;problem,,
2008-09-06,,"Air Mauritius A343 at Mauritius on Sep 2nd 2008, flaps problem forces return",2008-09-02,Extracted,mauritius,airbus,A340 family,A343,A343,1,Mauritius,at,Mauritius,1,MUS,Mauritius,NA,NA,,return;problem,,
2008-09-06,,"Easyjet A319 near Berlin on Sep 5th 2008,[[:space:]]technical problems",2008-09-05,Extracted,easyjet,airbus,A320 family,A319,A319,1,Berlin,near,Berlin,1,DEU,Germany,52.52,13.38,,problem,,
2008-09-06,,"Hemus Air A319 near Istanbul on Sep 5th 2008, engine failure",2008-09-05,Extracted,NA,airbus,A320 family,A319,A319,1,Istanbul,near,Istanbul,1,TUR,Turkey,41.1,29,,failure,,
2008-09-06,departure,"KD Avia B733 at Tel Aviv on Sep 5th 2008, engine failure on takeoff",2008-09-05,Extracted,NA,boeing,737 family,B737,B733,1,Tel Aviv,at,Tel Aviv,1,NA,NA,NA,NA,,failure,,
2008-09-06,runway,Tegucigalpa's runway to be extended,2008-09-04,Estimated,NA,NA,NA,NA,NA,0,,,,1,NA,NA,NA,NA,,,,
2008-09-07,,"Aer Lingus A332 over Atlantic on Sep 6th 2008, bomb threat found in toilet",2008-09-06,Extracted,aer lingus,airbus,A330 family,A332,A332,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,,,
2008-09-07,,"Aer Lingus A332 over Atlantic on Sep 6th 2008, bomb threat found in toilet",2008-09-06,Extracted,lingus,airbus,A330 family,A332,A332,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,,,
2008-09-07,,"American B738 near Hartford on Sep 6th 2008, engine flamed out",2008-09-06,Extracted,american,boeing,737 family,B737,B738,1,Hartford,near,Hartford,1,USA,USA,41.77,-72.68,,flamed out,,
2008-09-07,departure,"Iran Air B74S at Mumbai on Sep 2nd 2008, engine fire on takeoff",2008-09-02,Extracted,iran,boeing,747 family,B747,B74S,1,Mumbai,at,Mumbai,1,IND,India,19.0886993408,72.8678970337,,fire,,
