orig_text,reporting_date
"Swiss A321 at Zurich on Jul 9th 2017, flaps problem",2017-07-11
The painted airport at Mexico City,2017-07-11
"Thomas Cook A321 at East Midlands on Jul 9th 2017, unruly computer",2017-07-11
"THY B738 at Kayseri on Jul 10th 2017, bird strike",2017-07-11
"Vueling A320 at Brussels on Jul 9th 2017, sauna in flight",2017-07-11
"Delta A320 near Daytona Beach on Jul 10th 2017, hail strike",2017-07-12
"Eurowings A320 near Cologne on Jul 7th 2017, fumes injure three cabin crew",2017-07-12
"Jetblue E190 near New York on Jul 11th 2017, fumes in cockpit",2017-07-12
"KLM Cityhopper E190 at Amsterdam on Jul 10th 2017, GPU hatch open",2017-07-12
"KLM Cityhopper F70 at Amsterdam on Jul 10th 2017, cracked windshield",2017-07-12
"Mistral AT72 at Ancona on Jul 7th 2017, smoke detector indication",2017-07-12
"PAL A333 near Yangon on Jul 10th 2017, cracked windshield",2017-07-12
"UTAir B738 near Moscow on Jul 11th 2017, engine shut down in flight",2017-07-12
"Zimbabwe B732 near Bulawayo on Jul 10th 2017, loss of cabin pressure",2017-07-12
"Caribbean B738 at Sint Maarten on Jul 12th 2017, jet blast blows woman over",2017-07-13
"China Eastern A332 near Tyumen on Jun 18th 2017, severe turbulence causes loss of 4000 feet and injures 26",2017-07-13
"Lufthansa A319 at Munich on Mar 6th 2017, fumes during engine start",2017-07-13
"Lufthansa A333 at Munich on Jun 21st 2017, strong odour causes injuries to cabin crew and affects passengers",2017-07-13
"PIA A320 at Peshawar on Jul 11th 2017, bird strike",2017-07-13
"Skywest CRJ7 near Salt Lake City on Jul 11th 2017, cracked windshield",2017-07-13
"Thomas Cook A332 near Stornoway on Jul 12th 2017, galley oven emits smoke",2017-07-13
"United B738 at Denver on Jul 11th 2017, bird strike",2017-07-13
"Easyjet A319 at Liverpool on Jul 13th 2017, bird strike",2017-07-14
"Flybe DH8D near Southampton on Jul 13th 2017, possibly cracking windshield",2017-07-14
"Hawaiian B712 near Honolulu on Jul 12th 2017, engine shut down in flight",2017-07-14
"Argentinas B738 near Bahia Blanca on Jul 13th 2017, engine shut down in flight",2017-07-15
"British Airways A320 enroute on Jul 7th 2017, fumes in cabin",2017-07-15
"Caribbean AT72 at Saint Lucia on Jul 9th 2017, engine fire indication",2017-07-15
"Endeavor CRJ2 at Evansville on Jul 13th 2017, nose gear problem on departure",2017-07-15
"Martinair B744 at Amsterdam on Jul 14th 2017, engine shut down in flight",2017-07-15
"France B772 near Glasgow on Jul 15th 2017, burning odour on board",2017-07-16
"India Express B738 at Mangalore on Jul 16th 2017, temporary runway excursion on landing",2017-07-16
"Korean B773 near Berlin on Jul 15th 2017, loss of communication",2017-07-16
"Vueling A320 at Barcelona on Jul 15th 2017, runway ""catches"" aircraft",2017-07-16
"Aeroflot A320 near Kazan on Jul 15th 2017, cargo smoke indication",2017-07-17
"AirAsia India A320 at Ranchi on Jul 15th 2017, rejected takeoff due to bird strike",2017-07-17
"Emirates A388 near Mauritius on Jul 14th 2017, descended below cleared level causing TCAS resolution",2017-07-17
"Jet2.com B733 near Barcelona on Jul 16th 2017, loss of cabin pressure",2017-07-17
"Norwegian B788 over Greenland on Jul 16th 2017, engine shut down in flight",2017-07-17
"SAS CRJ9 at Stockholm and Brussels on Jul 11th 2017, burst tyre on departure",2017-07-17
"Ural A320 at Simferopol on Jul 16th 2017, bird strike",2017-07-17
"Aeromexico B738 at Mexico City on Jul 16th 2017, rejected takeoff due to tyre damage, evacuation",2017-07-18
"Alaska B739 near Seattle on Jul 16th 2017, fumes on board",2017-07-18
"American A319 near Raleigh/Durham on Jul 16th 2017, foul odour in cabin causes passenger suffering",2017-07-18
"Canada Rouge B763 over Pacific on Jul 10th 2017, hydraulic problem",2017-07-18
"Canadian North B732 near Dryden on Jul 11th 2017, engine shut down in flight",2017-07-18
"Thomas Cook A321 at Birmingham on Jul 16th 2017, bird strike",2017-07-18
"Thomson B752 near Rennes on Jul 17th 2017, loss of communication prompts intercept",2017-07-18
"Transavia B738 at Groningen on Jul 16th 2017, bird strike",2017-07-18
"Tri-M.G B733 at Wamena on Jul 18th 2017, runway excursion on landing",2017-07-18
"British Airways B744 at Mexico City on Jul 17th 2017, cabin did not pressurize",2017-07-19
"Canada A320 near Toronto on Jul 4th 2017, smoke in cockpit",2017-07-19
"Canada Rouge B763 at London on Jul 17th 2017, burst tyre on departure",2017-07-19
"Delta MD88 near Chattanooga on Jul 17th 2017, cargo smoke indication",2017-07-19
"Finnair E190 near Helsinki on Jul 18th 2017, lightning strike",2017-07-19
"Gojet CRJ7 at Portland on Jul 18th 2017, hydraulic failure",2017-07-19
"KLM A333 near Bucharest on Jul 18th 2017, engine oil leak",2017-07-19
"United B789 near Tokyo on Jul 1st 2017, turbulence injures flight attendant",2017-07-19
"Interjet A320 at Mexico City on Jun 28th 2017, runway incursion forces rejected takeoff",2017-07-20
"Jetblue A320 at Fort Lauderdale on Jul 19th 2017, flaps problem",2017-07-20
"United B744 at Frankfurt on Jul 18th 2017, air conditioning causes passengers to faint",2017-07-20
"United B772 near San Francisco on Jul 19th 2017, engine shut down in flight",2017-07-20
"Volotea B712 at Olbia on Jul 14th 2017, engine shut down in flight",2017-07-20
"Canada A333 at Tel Aviv on Jul 10th 2017, rejected takeoff as result of outside air temperature",2017-07-21
"Delta B752 at San Juan on Jul 16th 2017, dropped access panel in flight",2017-07-21
"Eurowings A320 near Prague on Apr 20th 2017, cargo smoke indication",2017-07-21
"Jazz DH8D at Toronto on Jul 2nd 2017, cleared for takeoff despite towed aircraft on runway",2017-07-21
"Lufthansa A333 near Larnaca on Jul 20th 2017, unusual odour in cabin",2017-07-21
"Saudia B789 at Manchester on Jul 20th 2017, flaps problem",2017-07-21
"Smartwings B738 near Paris on Apr 6th 2017, hydraulic leak, strong odour on board",2017-07-21
"United B763 near Shannon on Jul 20th 2017, engine shut down in flight",2017-07-21
"Volotea B735 at Caen on Jul 16th 2017, bird strike",2017-07-21
"Allegiant B752 at Cincinnati on Jul 20th 2017, engine cowl piece detaches and slices upper wing surface",2017-07-22
"Berlin A320 at Hamburg on Jul 21st 2017, bird strike",2017-07-22
"LGW Walter DH8D near Berlin on Jul 20th 2017, burning odour on board",2017-07-22
"NAM AT72 at Nabire on Jul 20th 2017, engine shut down in flight",2017-07-22
"Alaska B738 at Los Angeles on Jul 22nd 2017, trim problem",2017-07-23
"BA Cityflyer E190 near Glasgow on Jul 22nd 2017, cracked windshield",2017-07-23
"Saratov A148 at Penza on Jul 21st 2017, bird strike",2017-07-23
"Thomas Cook B753 at Hurghada on Jul 19th 2017, loud bang followed by smoke on board prompts evacuation onto runway before departure",2017-07-23
"Yakutia B738 near Rostov on Jul 22nd 2017, smoke on board",2017-07-23
"Austrian A319 near Erfurt on Jul 23rd 2017, loss of cabin pressure",2017-07-24
"United B763 at Newark on Jul 23rd 2017, rejected takeoff due to cockpit window issue",2017-07-24
"Aeroflot A320 at Moscow on Aug 15th 2016, ground worker loses leg during tow",2017-07-25
"American A319 enroute on Jul 24th 2017, odour sickens 4 passengers",2017-07-25
"British Airways B772 enroute on Jul 23rd 2017, fumes in crew rest compartment",2017-07-25
"Delta B737 at Tegucigalpa on Jul 23rd 2017, bird strike",2017-07-25
"Delta B752 near Jacksonville on Jul 22nd 2017, flock of birds",2017-07-25
"Easyjet A319 at Prague on Jul 23rd 2017, unsafe gear",2017-07-25
"Ethiopian B763 at Delhi on Jul 24th 2017, unsafe gear",2017-07-25
"Jetblue A320 at Long Beach on Jul 22nd 2017, rejected takeoff due to FMS issue",2017-07-25
"Lufthansa A321 near Munich on Jun 29th 2017, fumes in cabin",2017-07-25
"Sky Regional E175 near Toronto on Jul 11th 2017, MAU fault",2017-07-25
"United A319 near Jackson Hole on Jul 22nd 2017, battery fire in cabin",2017-07-25
"Korean B789 at Toronto on Jul 17th 2017, runway incursion",2017-07-26
"Ryanair B738 at Bucharest on Jul 25th 2017, overran runway on landing",2017-07-26
"TuiFly B738 near Stuttgart on Jul 19th 2017, unusual odour injures two cabin crew",2017-07-26
"Alaska B738 near Spokane on Jul 24th 2017, burning odour on board",2017-07-27
"Canada A319 at New York on Jul 18th 2017, could not retract landing gear",2017-07-27
"Gojet CRJ7 at Cincinnati on Jul 23rd 2017, bird strike",2017-07-27
"JAL B789 over Gulf of Thailand on Jul 26th 2017, engine trouble",2017-07-27
"LGW Walter DH8D at Berlin on Jul 26th 2017, gear problem after departure",2017-07-27
"Lingus A320 over Celtic Sea on Jul 26th 2017, hydraulic leak",2017-07-27
"Skyairlines A319 near Antofagasta on Jul 25th 2017, gear problem",2017-07-27
"Sun Express Deutschland B738 over Slovakia on Jul 24th 2017, loss of communication",2017-07-27
"Tahiti AT72 near Raiatea on Jul 24th 2017, smoke on board",2017-07-27
"Avianca A332 near San Salvador on Jul 17th 2017, engine shut down in flight",2017-07-28
"Creebec DH8A near Val d'Or on Jul 20th 2017, lightning strike",2017-07-28
"Jetblue E190 at Saint Croix on Jul 26th 2017, bird strike",2017-07-28
"Singapore B772 at Canberra on Feb 22nd 2017, descended below minimum safe altitude",2017-07-28
"Skippers DH8C near Meekatharra on Apr 18th 2017, engine shut down in flight",2017-07-28
"Virgin Australia AT72 near Williamtown on Feb 22nd 2017, smoke in cockpit",2017-07-28
"Westjet B738 at Los Angeles on Jul 24th 2017, wake turbulence in initial climb from A321",2017-07-28
"Algerie AT72 at Algiers and Setif on Jul 26th 2017, flight crew permits child to control aircraft",2017-07-29
"India A319 at Mumbai on Apr 12th 2013, landed without clearance and despite go-around instruction",2017-07-29
"Jet Airways B738 at Jodhpur on Jul 28th 2017, bird strike",2017-07-29
"Lufthansa Cityline E190 at Frankfurt on Jul 28th 2017, bird strike",2017-07-29
"Pegasus B738 near Istanbul on Jul 27th 2017, hail strike",2017-07-29
"Sun Express Deutschland B738 near Belgrade on Jul 26th 2017, smoke in cabin",2017-07-29
"Thomas Cook A321 at Palma Mallorca and Menorca on Sep 1st 2015, fuel emergency",2017-07-29
"THY A321 near Istanbul on Jul 27th 2017, hail strike",2017-07-29
"Vueling A320 and Blue Panorama B763 near Barcelona on Jul 24th 2016, near collision",2017-07-29
"Aeromexico Connect E190 at Merida on Jun 30th 2017, engine problem",2017-07-30
"THY A321 at Istanbul on Jul 29th 2017, rejected takeoff due to engine failure",2017-07-30
"Virgin Atlantic B789 over Greenland on Jul 29th 2017, engine problem",2017-07-30
"Aegean A320 over Italy on Jul 14th 2017, loss of communication prompts intercept",2017-08-01
"British Airways B788 at London on Jul 22nd 2017, lightning strike",2017-08-01
"ConocoPhillips B737 at Deadhorse on Jul 28th 2017, caribou strike",2017-08-01
"Etihad A346 at Mumbai on Jul 31st 2017, burst tyre on landing",2017-08-01
"JetairFly B738 at Brussels on Jul 29th 2017, flaps problem",2017-08-01
"Lufthansa A321 at Frankfurt on Jul 29th 2017, hydraulic problems",2017-08-01
"Moldova A320 at Chisinau on Jul 26th 2017, burst tyre on landing",2017-08-01
"SriLankan A332 near Colombo on Jul 30th 2017, LiOn battery pack catches fire in cabin",2017-08-01
"Travel Service B738 at Bourgas on Aug 1st 2017, indication of fire on board",2017-08-01
"Volotea B712 at Venice on Jul 27th 2017, engine problem",2017-08-01
"Wizz A320 near Barcelona on Jul 29th 2017, smoke in cockpit",2017-08-01
"Aeroflot B773 near Bangkok on May 1st 2017, turbulence injures 36",2017-08-02
"Canada B788 near Vancouver on Jul 27th 2017, odour of burned rubber on board",2017-08-02
"Canada Rouge B763 near Montreal on Jul 3rd 2017, PAN toilets",2017-08-02
"Iberia A332 near Salt Lake City on Jul 28th 2017, engine shut down in flight",2017-08-02
"Lufthansa A20N near Frankfurt on Jul 31st 2017, engine problem",2017-08-02
"Spirit A319 near Fort Lauderdale on Jul 31st 2017, odour in cockpit",2017-08-02
"Swiss A319 at Zurich on Aug 1st 2017, slight brakes problems",2017-08-02
"United near Houston on Jul 25th 2017, pressurization issue",2017-08-02
"Virgin Atlantic B789 near Los Angeles on Jul 30th 2017, engine shut down in flight",2017-08-02
"British Airways A320 at Berlin on Jul 30th 2017, hydraulic failure",2017-08-03
"El Al B738 at Bucharest on Aug 1st 2017, strange loud noise in cockpit",2017-08-03
"Hunnu AT72 near Murun on Jul 23rd 2017, engine shut down in flight",2017-08-03
"Jetblue A320 near Tampa on Jul 24th 2017, cabin did not pressurize",2017-08-03
"Lufthansa B748 near Frankfurt on Aug 1st 2017, strong odour on board",2017-08-03
"Singapore A359 at Dusseldorf on Aug 1st 2017, nose wheel steering failure",2017-08-03
"Southwest B737 at Chicago on Aug 1st 2017, flaps problem",2017-08-03
"White AT72 at Lisbon on Jul 28th 2017, dropped engine access door",2017-08-03
"ANA A320 near Nagoya on Aug 3rd 2017, engine shut down in flight",2017-08-04
"Jetblue A320 near Oklahoma City on Aug 2nd 2017, odour injures passengers",2017-08-04
"Polar AN26 at Belaya Gora on Oct 11th 2016, touched down off runway",2017-08-04
"United A320 at Norfolk on Aug 2nd 2017, hydraulic failure",2017-08-04
"UPS A306 at Springfield on Aug 1st 2017, bird strike",2017-08-04
"Westjet B738 near Winnipeg on Jul 31st 2017, smoking audio panel",2017-08-04
"Aeroflot A332 at Moscow on Aug 4th 2017, flaps did not retract",2017-08-05
"American B772 near Brasilia on Aug 3rd 2017, engine problem",2017-08-05
"Austrian F100 near Vienna on Aug 1st 2017, engine problem",2017-08-05
"Egypt A332 at Madinah on Aug 4th 2017, smoke in cockpit",2017-08-05
"Qantas A388 at Sydney on Aug 4th 2017, could not retract flaps",2017-08-05
"Qantas B744 near Sydney on Aug 4th 2017, cracked windshield",2017-08-05
"UPS MD11 over Atlantic on Aug 4th 2017, smoke on board",2017-08-05
"American A321 near Port of Spain on Aug 2nd 2017, ""little bit of turbulence"" injures a few passengers",2017-08-06
"Atlasglobal A321 near Kuwait on Aug 5th 2017, loss of cabin pressure",2017-08-06
"Condor A320 at Munich on Aug 5th 2017, nose wheel steering problems",2017-08-06
"Frontier A320 at Indianapolis on Aug 6th 2017, bird strike",2017-08-07
"Fuji Dream E170 near Nagoya on Aug 6th 2017, engine problem",2017-08-08
"Lingus A320 at London on Aug 6th 2017, bird strike",2017-08-08
"Med-View B763 at Ilorin on Aug 5th 2017, rejected takeoff due to bird strike",2017-08-08
"Republic E175 near Washington on Aug 3rd 2017, turbulence injures flight attendant",2017-08-08
"Vietnam A321 at Hanoi on Jul 22nd 2017, touchdown at 2.78G and temporary runway excursion",2017-08-08
"Jazz DH8A at Mont Joli on Feb 3rd 2016, control problems on approach",2017-08-09
"Kish MD83 at Abadan on Aug 7th 2017, engine shut down in flight",2017-08-09
"Republic E175 at Columbus on Aug 8th 2017, rejected takeoff due to bird strike",2017-08-09
"Canada Rouge B763 near Jacksonville on Jul 31st 2017, uncommanded roll due to B744 ahead",2017-08-10
"Easyjet A320 near Athens on Jan 20th 2017, electrical burning odour in cockpit",2017-08-10
"Enter B738 at Manchester on Aug 9th 2017, nose wheel steering failed before takeoff",2017-08-10
"Expressjet CRJ9 at Atlanta on Aug 9th 2017, rejected takeoff due to blown tyre",2017-08-10
"India A320 at Delhi on Aug 6th 2017, burst tyre on landing",2017-08-10
"India B788 near Tehran on Aug 9th 2017, cracked windshield",2017-08-10
"Jet2.com B752 at Manchester on Aug 9th 2017, rejected takeoff due to engine indication",2017-08-10
"United B772 near Ottawa on Aug 8th 2017, cracked windshield",2017-08-10
"Westjet B737 at Dublin on Aug 8th 2017, centrifugal force during taxi injures flight attendant",2017-08-10
"Arabia A320 at Thiruvananthapuram on Aug 9th 2017, bird strike",2017-08-11
"Avianca C.A. A321 at Santiago on Aug 10th 2017, engine shut down in flight",2017-08-11
"Blue B734 near Bacau on Aug 10th 2017, loss of  cabin pressure",2017-08-11
"Canada A320 near Calgary on Jul 29th 2017, electrical odour in cockpit",2017-08-11
"Canada B763 at Toronto on Jul 28th 2017, engine surges",2017-08-11
"Expressjet E145 near Buffalo on Aug 9th 2017, smoke in cockpit",2017-08-11
"Jetblue A320 near Buffalo on Aug 10th 2017, fumes injure 3",2017-08-11
"SAS A343 near Keflavik on Aug 8th 2017, engine problem",2017-08-11
"Canada A320 enroute on Aug 1st 2017, hydraulic failure",2017-08-12
"Hawaiian B763 over Pacific on Aug 11th 2017, smoke in cockpit",2017-08-12
"Jetblue A320 near Fort Lauderdale on Aug 10th 2017, 3 flight attendants feel ill in flight",2017-08-12
"PSA CRJ2 near Raleigh Durham on Aug 11th 2017, engine problem",2017-08-12
"ANA B772 near Tokyo on Aug 12th 2017, cabin did not pressurize",2017-08-13
"Baltic DH8D near Riga on Aug 12th 2017, oil pressure indication problem",2017-08-13
"Gol B738 near Curitiba on Aug 10th 2017, smoke indication",2017-08-13
"Lufthansa A343 at Cape Town on Aug 10th 2017, could not fully retract landing gear",2017-08-13
"Skywest CRJ2 near Buffalo on Aug 12th 2017, smoke in cockpit",2017-08-13
