orig_text,reporting_date
"Jazz DH8D near Calgary on Mar 17th 2017, generator failure",2017-05-08
"Cathay Dragon A320 over Laos on May 7th 2017, hydraulic failure",2017-05-09
"Emirates B773 at Kolkata on May 8th 2017, bird strike",2017-05-09
"Garuda B738 at Yogyakarta on Feb 1st 2017, runway excursion on landing",2017-05-09
"Japan Transocean B734 near Okinawa on May 6th 2017, cracked windshield",2017-05-09
"PSA CRJ2 near Knoxville on May 8th 2017, door indication",2017-05-09
"Allegiant MD82 at Orlando on Apr 22nd 2017, vibrations due to elevator problem",2017-05-10
"American B738 near Dallas on May 8th 2017, loss of cabin pressure causes 16 injuries",2017-05-10
"Azul AT72 near Uberlandia on May 9th 2017, smoke in cabin",2017-05-10
"Blue B734 at Bucharest on May 9th 2017, bird strike",2017-05-10
"Gol B738 at Recife on May 8th 2017, smell of smoke",2017-05-10
"Batik B738 at Pekanbaru on May 9th 2017, cabin did not pressurize",2017-05-11
"Delta A320 at Detroit on May 10th 2017, unsafe gear",2017-05-11
"Omni B763 at Azraq on Feb 28th 2017, tail strike on landing",2017-05-11
"Canada Rouge B763 near Timmins on May 1st 2017, turbulence injures cabin crew",2017-05-12
"Greenland DH8B at Kangerlussuaq on Mar 2nd 2017, took off occupied runway without clearance",2017-05-12
"Hawaiian A332 at Honolulu on May 10th 2017, problems with gear retraction",2017-05-12
"India A321 at Pune on May 12th 2017, overran runway on landing",2017-05-12
"LOT B788 near Sudbury on May 10th 2017, engine oil leak",2017-05-12
"Mount Cook AT72 near Christchurch on May 11th 2017, engineering issue",2017-05-12
"Nordwind A321 near Heraklion on May 3rd 2017, cabin did not pressurize",2017-05-12
"Sunwing B738 at Charlottetown on May 3rd 2017, smoke from right gear during roll out",2017-05-12
"THY A332 near Amsterdam on May 11th 2017, hydraulic failure",2017-05-12
"Allegiant MD83 at Las Vegas on Aug 17th 2015, rejected takeoff due to premature rotation",2017-05-13
"American A319 near Toronto on May 3rd 2017, burning odour on board",2017-05-13
"ANA B789 near Bratsk on May 12th 2017, engine oil problem",2017-05-13
"Brussels A332 at Brussels on Apr 30th 2017, dropped fairing on departure",2017-05-13
"Emirates A388 near Dubai and Toronto on Apr 17th 2017, burst tyre on climb out",2017-05-13
"Eurowings A319 near Hamburg on May 12th 2017, cracked windshield",2017-05-13
"Jet Airways B739 at Mumbai on May 12th 2017, suspected tail scrape on departure",2017-05-13
"Nelson DH8C at Hamilton on May 12th 2017, unsafe gear",2017-05-13
"Southwest B733 near Atlanta on May 12th 2017, engine problems",2017-05-13
"United B772 at San Francisco on May 11th 2017, rejected takeoff due to disagreeing airspeeds",2017-05-13
"Brussels A319 near Brussels on May 13th 2017, bird strike",2017-05-14
"Brussels A333 near Menorca on May 13th 2017, hydraulic failure",2017-05-14
"Etihad A319 at Jaipur on May 10th 2017, engine problem",2017-05-14
"KLM B773 near Shanghai on May 12th 2017, engine damage",2017-05-14
"Norwegian B738 at Trondheim on May 12th 2017, bird strike",2017-05-14
"Berlin A332 at Palma Mallorca on Aug 9th 2015, fumes injure at least one flight attendant",2017-05-15
"Berlin A332 at Dusseldorf on May 10th 2017, odour on board",2017-05-16
"Helvetic F100 at Zurich on May 14th 2017, rejected takeoff due to disagreeing airspeed",2017-05-16
"Jazz CRJ2 enroute on May 5th 2017, lots of fault messages, altitude indication oscillations, fluctuating flaps indication",2017-05-16
"Jet2.com B752 at Leeds on May 15th 2017, rejected takeoff due to engine fire indication",2017-05-16
"Serene B738 at Karachi on May 15th 2017, bird strike",2017-05-16
"Severstal CRJ2 near Kirovsk on May 12th 2017, engine shut down in flight",2017-05-16
"Swiss RJ1H at Zurich on Sep 15th 2015, contaminated cabin air following hydraulic leak",2017-05-16
"THY B739 at Istanbul on May 15th 2017, could not retract landing gear",2017-05-16
"Ural A321 at Ekaterinburg on May 12th 2017, bird strike",2017-05-16
"British Airways A320 near London on May 17th 2017, engine shut down in flight",2017-05-17
"Piedmont DH8C near Islip on May 16th 2017, addicted light bulb",2017-05-17
"TAAG B737 at Catumbela on May 14th 2017, flock of birds",2017-05-17
"Westjet B736 at Montreal on Jun 5th 2015, overran runway",2017-05-17
"Westjet B738 near Denver on May 14th 2017, engine flamed out and restarted",2017-05-17
"Westjet B738 near Vancouver on May 4th 2017, strong acrid smell in cabin",2017-05-17
"Austrian DH8D near Vienna on May 16th 2017, odour in cockpit",2017-05-18
"Avianca A320 at Bogota on May 16th 2017, suspected bird strike",2017-05-18
"Eurowings A320 near Luxembourg on May 16th 2017, cabin pressure problems",2017-05-18
"Jazz DH8D at Quebec on May 10th 2017, a pint less please!",2017-05-18
"Swiss A333 near Shiraz on May 14th 2017, wheel well temperature indication",2017-05-18
"TUI Nederland B788 at Amsterdam on May 17th 2017, slat problem",2017-05-18
"Air Canada A320 at Halifax on Mar 29th 2015, touched down short of runway",2017-05-19
"American A321 at Cancun on Feb 20th 2017, spoiler problem",2017-05-19
"Delta A333 near Amsterdam on May 18th 2017, engine problem",2017-05-19
"JetKonnect AT72 at Delhi on Aug 14th 2014, rejected takeoff due to engine fire",2017-05-19
"Mesa E175 at Columbus on May 18th 2017, bird strike",2017-05-19
"Mesa E175 near Louisville on May 18th 2017, hydraulic failure, all main tyres burst on landing",2017-05-19
"Norwegian B738 at London on May 17th 2017, slat problem",2017-05-19
"TAAG B737 at Soyo on Apr 30th 2017, nose gear retracted after landing",2017-05-19
"UIA B738 at Zaporozhye on May 18th 2017, runway damages aircraft on landing",2017-05-19
"United B739 at Honolulu on May 15th 2017, rejected takeoff due to door indication",2017-05-19
"Urumqi B738 at Zhengzhou on May 16th 2017, dropped wheel on landing",2017-05-19
"American A321 near Wichita on May 17th 2017, radar and navigation problems",2017-05-20
"Canada B789 near Iqaluit on May 13th 2017, floating spoiler",2017-05-20
"Jetblue E190 at Washington on May 17th 2017, bird strike causes fuel leak",2017-05-20
"Nelson DH8C at Blenheim on May 18th 2017, engine shut down in flight",2017-05-20
"United B763 at Amsterdam on May 18th 2017, fuel balance problem",2017-05-20
"Aeromexico B738 at Los Angeles on May 20th 2017, ran service truck over",2017-05-21
"American A320 near Raleigh/Durham on May 19th 2017, odour on board",2017-05-21
"American B763 near Toronto on May 18th 2017, communication radio problem",2017-05-21
"KLM Cityhopper F70 near Amsterdam on May 20th 2017, hydraulic stab system problem",2017-05-21
"Qatar B788 near Colombo on May 19th 2017, fire on board",2017-05-21
"Royal Jordanian A320 near Doha on May 18th 2017, unidentified object on board",2017-05-21
"Cathay Pacific A333 at Hyderabad on May 21st 2017, bird strike",2017-05-22
"Cathay Pacific B773 near Lanzhou on May 21st 2017, cracked windshield",2017-05-22
"Malaysia B738 at Kuala Lumpur on May 21st 2017, rejected takeoff due to suspected tyre damage",2017-05-22
"United B738 near Houston on May 20th 2017, hydraulic problem",2017-05-22
"Virgin Australia B738 near Rockhampton on May 21st 2017, fumes on board",2017-05-22
"Aeroflot A333 at Khabarovsk on May 22nd 2017, unsafe gear after departure",2017-05-23
"Austrian A320 at Linz on May 19th 2017, odour in cabin",2017-05-23
"Canada B773 at Frankfurt on May 15th 2017, hydraulic failure",2017-05-23
"Delta B744 near Detroit on May 20th 2017, panel door open indication",2017-05-23
"India A320 at Mumbai on May 22nd 2017, smoke in cockpit",2017-05-23
"LATAM Brasil A320 at Sao Paulo on May 20th 2017, cabin did not pressurize",2017-05-23
"Norwegian B788 at Copenhagen on May 20th 2017, engine shut down in flight",2017-05-23
"Thomson B788 near Orlando on May 21st 2017, 27 people became sick in flight",2017-05-23
"British Airways A321 at Basel on May 22nd 2017, engine shut down in flight",2017-05-24
"Germanwings A319 near Munich on May 20th 2017, hydraulic problem",2017-05-24
"PIA B772 near Multan on May 23rd 2017, galley oven flambe",2017-05-24
"United B752 at Newark on May 23rd 2017, evacuation onto taxiway following reported engine fire",2017-05-24
"Vueling A320 at Barcelona on May 22nd 2017, locked brakes on runway",2017-05-24
"Canada E190 at Toronto on Jan 30th 2016, runway incursion",2017-05-25
"Delta B739 at Atlanta on May 23rd 2017, tail strike on landing",2017-05-25
"Envoy E145 at Sioux City on May 22nd 2017, engine shut down in flight",2017-05-25
"Logan SF34 at Edinburgh on May 19th 2017, drone forces evasive maneouver",2017-05-25
"Niugini F100 at Kavieng on May 23rd 2017, smoke in cockpit, deflated tyres on landing",2017-05-25
"Shandong B738 at Beijing and Lanzhou on May 22nd 2017, not a solution for crowded overhead lockers",2017-05-25
"Spicejet B738 at Surat Gujarat on Nov 6th 2014, rejected takeoff after buffalo strike",2017-05-25
"Tiger A320 at Cairns on Jan 21st 2017, takeoff clearance cancelled due to wrong line up",2017-05-25
"Westjet B737 at Winnipeg on May 16th 2017, runway excursion on landing",2017-05-25
"Bek F100 at Astana on May 17th 2017, gear problem after departure",2017-05-26
"Egypt A332 at Cairo on May 15th 2017, rejected takeoff due to engine failure",2017-05-26
"Europa B788 near Miami on May 24th 2017, windshield cracked after lightning strike",2017-05-26
"Interjet A320 at Mexico City on May 2nd 2017, runway incursion, forced a rejected takeoff",2017-05-26
"Jet Airways B738 enroute on May 7th 2015, captain incapacitated",2017-05-26
"Southwest B737 at Orlando on May 24th 2017, blown tyre on departure",2017-05-26
"Delta A332 near Amsterdam on May 24th 2017, repeated engine stalls and wing anti ice faults",2017-05-27
"Delta A332 over Atlantic on May 26th 2017, engine problem",2017-05-27
"Monarch A321 enroute on Aug 27th 2015, two small lavatory fires",2017-05-27
"Morningstar B752 enroute on May 24th 2017, jammed thrust lever",2017-05-27
"Skippers DH8C at Perth on May 26th 2017, engine problem",2017-05-27
"TAROM B737 near Brno on May 26th 2017, loss of cabin pressure",2017-05-27
"Volotea B712 at Seville on May 23rd 2017, engine shut down in flight",2017-05-27
"Wisconsin CRJ2 near Philadelphia on Mar 3rd 2012, turbulence injures flight attendant",2017-05-27
"American A321 near New York on Jun 12th 2016, turbulence injures flight attendant",2017-05-28
"Asiana B744 at Brussels on May 27th 2017, gear door remained open",2017-05-28
"Delta A320 at Rapid City on Jul 7th 2016, landed on wrong airport",2017-05-28
"Fedex MD11 near St. Louis on Feb 24th 2015, cargo fire indication",2017-05-28
"Iberia Express A320 at London on May 25th 2017, smoke in cockpit",2017-05-28
"Iran A306 at Tehran on May 27th 2017, strong odour on board",2017-05-28
"LGW Walter DH8D near Saarbrucken on May 28th 2017, door indication",2017-05-28
"Canada Rouge A319 enroute on May 24th 2017, turbulence injures flight attendant",2017-05-29
"KLM Cityhopper E190 near Amsterdam on May 27th 2017, nose gear problem",2017-05-29
"Southwest B733 near Branson on May 27th 2017, loss of cabin pressure",2017-05-29
"Transavia B738 near Cologne on May 28th 2017, toilet strike",2017-05-29
"Alaska B738 near Kansas City on May 29th 2017, electrical burning odour in lavatory",2017-05-30
"Cityjet RJ85 near Newcastle on May 28th 2017, hydraulic problem",2017-05-30
"Izhavia YK42 at Moscow on May 29th 2017, bird strike",2017-05-30
"Westjet B737 near Grand Forks on May 19th 2017, odour in cabin",2017-05-30
"Allegiant MD83 at Las Vegas on May 29th 2017, gear skid plate separated on landing",2017-05-31
"Anda MD83 at Kiev on May 30th 2017, cabin did not pressurize",2017-05-31
"Delta A332 near Toronto on May 20th 2017, engine vibrations",2017-05-31
"Horizon DH8D near Yakima on May 29th 2017, burning electrical odour",2017-05-31
"India A321 at Ahmedabad and/or Delhi on May 30th 2017, bird strike",2017-05-31
"KLM Cityhopper E190 near London on May 29th 2017, avionics problem",2017-05-31
"Nelson DH8C at Kerikeri on May 26th 2017, rejected takeoff twice due to hary runway",2017-05-31
"Flybe E195 near Doncaster on May 30th 2017, technical problem, captain ill",2017-06-01
"Iceland B752 near Boston on May 30th 2017, rubbery",2017-06-01
"Lufthansa CRJ9 near Frankfurt on May 30th 2017, instrument fault",2017-06-01
"Allegiant MD83 near Orlando on May 29th 2017, cabin did not pressurize properly",2017-06-02
"American B738 at Dallas on Apr 7th 2016, continued takeoff despite runway incursion",2017-06-02
"Blue B735 over Hungary on May 31st 2017, loss of communication leads to intercept",2017-06-02
"Bulgaria E190 at Rijeka on Jun 1st 2017, bird strike",2017-06-02
"France A319 at Lisbon on Jun 1st 2017, hydraulic failure",2017-06-02
"HOP! E145 near Lyon on May 28th 2017, loss of cabin pressure",2017-06-02
"KLM Cityhopper E175 at Amsterdam on May 31st 2017, problems with weather radar",2017-06-02
"Malaysia A333 at Melbourne on May 31st 2017, possible hijack attempt averted by other passengers",2017-06-02
"Serene B738 at Karachi on May 29th 2017, bird strike",2017-06-02
"Vietnam A332 at Melbourne on May 6th 2014, rejected takeoff due to uncontained engine failure",2017-06-02
"Volaris A319 at Tapachula on May 14th 2017, flight control problems",2017-06-02
"Air India A319 at Mumbai on Dec 16th 2015, sucked engineer into engine during push back",2017-06-03
"Allegiant MD83 at Westfield on Oct 21st 2016, landed with runway sweepers on runway",2017-06-03
"American B763 near Shannon on Jun 1st 2017, cabin pressure control issues",2017-06-03
"ANA B772 near Okinawa on Jun 1st 2017, engine shut down in flight",2017-06-03
"Avianca A320 at Bucaramanga on May 31st 2017, bird strike",2017-06-03
"Cathay Dragon A320 near Hong Kong on Jun 1st 2017, unmapped flight",2017-06-03
"United B739 at Chicago on Jun 1st 2017, bird strike",2017-06-03
"United B763 near Newark on Jun 1st 2017, smoke in cockpit",2017-06-03
"Westjet B737 over Atlantic on May 30th 2017, fuel mystery",2017-06-03
"American B738 at San Antonio on Jun 3rd 2017, rejected takeoff results in runway excursion",2017-06-04
"Aurigny AT72 at Guernsey on Jun 2nd 2017, smell of smoke on board",2017-06-04
"British Airways A320 near Stockholm on Jun 4th 2017, engine vibrations",2017-06-04
"Cargolux B748 at Vienna on Jun 1st 2017, tyre damage on takeoff causes hydraulic leak",2017-06-05
"Dolomiti E195 near Munich on Jun 4th 2017, hydraulic failure",2017-06-05
"Peruvian B735 at Cuzco on Jun 4th 2017, rejected takeoff",2017-06-05
"American B763 near Paris on Jun 4th 2017, fumes on board injure two cabin crew, passengers suffer from nausea",2017-06-06
"Canada E190 near Spokane on Apr 30th 2017, cargo fire indication",2017-06-06
"China Airlines B738 near Guam on Apr 17th 2016, loss of cabin pressure",2017-06-06
"El Al B744 at Tel Aviv on Jun 4th 2017, tyre damage on departure",2017-06-06
"Lion B738 at Tanjung Pinang on Jun 5th 2017, runway ""peeling""",2017-06-06
"Silver SF34 at Key West on Jun 4th 2017, engine trouble",2017-06-06
"Aeromexico B738 enroute on Jun 5th 2017, it wasn't ""love at first sting""",2017-06-07
"Air China A320 at Hong Kong on Jun 4th 2017, CFIT averted by ATC",2017-06-07
"Canada A319 near San Juan on Jun 3rd 2017, fuel feed problem",2017-06-07
"Interjet A320 at Merida on Jun 5th 2017, bird strike",2017-06-07
"Jetblue A321 near Grand Rapids on May 30th 2017, LiOn battery overheats in flight",2017-06-07
"Koryo T204 near Pyongyang on May 25th 2017, dropped part of flaps in flight",2017-06-07
"Pobeda B738 near Moscow on Jun 6th 2017, noise in the cabin",2017-06-07
"Porter DH8D near Sault Ste Marie on May 28th 2017, engine shut down in flight",2017-06-07
"PSA CRJ7 near Norfolk on Jun 5th 2017, cracked windshield",2017-06-07
"American B738 at San Jose on Jun 6th 2017, unsafe gear",2017-06-08
"Corendon B738 near Athens on Jun 6th 2017, loss of cabin pressure",2017-06-08
"Gulf A332 at Peshawar on Apr 4th 2017, brakes problem results in runway excursion",2017-06-08
"KLM Cityhopper F70 at Amsterdam on Jun 7th 2017, cabin pressure and dust problems",2017-06-08
"Kulula B738 at Cape Town on Jun 7th 2017, turbulence injures passenger",2017-06-08
"British Airways A319 at Manchester on Oct 19th 2016, nose wheel steering fault",2017-06-09
"Cityjet RJ85 near London on Jun 8th 2017, cabin pressure problems",2017-06-09
"Jazz DH8D at Seattle on Jun 8th 2017, smoke in cabin",2017-06-09
"First AT42 near Yellowknife on Jun 5th 2017, smell of electrical smoke, loss of instruments",2017-06-10
"Flybe AT72 at Visby on May 29th 2017, hard landing at 2.9G",2017-06-10
"Flybe DH8D near Birmingham on Dec 8th 2016, loss of cabin pressure",2017-06-10
"Korean B739 at Fukuoka on Jun 9th 2017, smoke in cockpit",2017-06-10
"Thomson B788 at Manchester on Jun 9th 2017, engine shut down in flight",2017-06-10
"THY B738 near Ankara on Jun 8th 2017, cracked windshield",2017-06-10
"Venezolana B732 at Maracaibo on Jun 9th 2017, rejected takeoff after both nose tyres burst",2017-06-10
"Yemenia A313 near Aden on Jun 8th 2017, engine shut down in flight",2017-06-10
"Jetblue A320 near San Jose on Jun 7th 2017, strong odour in cabin",2017-06-11
"Malaysia B738 near Chennai on Jun 10th 2017, loss of cabin pressure",2017-06-11
"UTAir B735 at Saint Petersburg on Jun 10th 2017, rejected takeoff",2017-06-11
"Jazz CRJ9 near San Diego on Jun 7th 2017, engine shut down in flight",2017-06-12
"Norwegian B788 over Atlantic on Jun 11th 2017, engine shut down in flight",2017-06-12
"American A333 near Shannon on Jun 12th 2017, smoke in cabin, electrical odour",2017-06-13
"Southwest B733 at Orlando on Jun 11th 2017, hydraulic failure as result of burst tyre on departure",2017-06-13
"Southwest B737 at Chicago on Jun 12th 2017, engine shut down in flight",2017-06-13
"THY B738 at Istanbul on Jun 12th 2017, bird strike",2017-06-13
"Transavia B737 near Munich on Jun 12th 2017, engine vibrations",2017-06-13
"United B752 at Chicago on Jun 10th 2017, an engine and a balloon",2017-06-13
"Volga Dnepr A124 at Leipzig on Jun 10th 2017, bird strike during rollout",2017-06-13
"Brussels A333 near Marseille on Jun 12th 2017, weather radar problems",2017-06-14
"Cathay Dragon A320 near Hong Kong on Jun 13th 2017, cabin did not pressurize",2017-06-14
"Delta A333 near Amsterdam on Jun 13th 2017, hydraulic leak",2017-06-14
"India A321 near Mumbai on Jun 13th 2017, burning odour in cockpit",2017-06-14
"Jetstar B788 near Darwin on Dec 21st 2015, airspeed fluctuations and difficulties to maintain altitude",2017-06-14
"KLM B737 near Amsterdam on Jun 13th 2017, flight control problem",2017-06-14
"Rusline CRJ1 near Voronezh on Jun 10th 2017, cracked windshield",2017-06-14
"TAROM B737 at Brussels on Jun 13th 2017, engine shut down in flight",2017-06-14
"United B763 near Halifax on Jun 12th 2017, loss of cabin pressure",2017-06-14
"United B763 near Newark on Jun 12th 2017, equipment cooling problem",2017-06-14
"Aeroflot SU95 near Salekhard on Jun 13th 2017, engine fire indication",2017-06-15
"Spicejet B738 near Hyderabad on Jan 8th 2014, captain incapacitated",2017-06-15
"United B739 near Tallahassee on Jun 13th 2017, smell of smoke in cabin",2017-06-15
"Avanti AT72 at Zurich on Dec 4th 2014, burst tyre on landing",2017-06-16
"France A388 at Mexico City on Jun 14th 2017, three tyres deflated on landing",2017-06-16
"Kalitta B744 at Leipzig on Jun 14th 2017, flaps problem",2017-06-16
"LOT B788 at Warsaw on Jun 15th 2017, cabin did not pressurize",2017-06-16
"Meridiana MD82 and Avanti AT42 near Pantelleria on Aug 26th 2011, loss of separation",2017-06-16
"Philippines AirAsia A320 near Manila on Jun 15th 2017, engine shut down in flight",2017-06-16
"Ural A320 at Ekaterinburg on Jun 15th 2017, overran runway on landing",2017-06-16
"Westjet Encore DH8D at Toronto on May 11th 2017, don't need fuel THAT urgently",2017-06-16
"Canada Rouge A319 near Toronto on May 25th 2017, limited flight controls",2017-06-17
"Cathay Dragon A320 near Hong Kong on Jun 16th 2017, smell of smoke in cockpit",2017-06-17
"Germania Flug A321 at Pristina on Jun 14th 2017, unruly battery",2017-06-17
"United B752 near Raleigh/Durham on Jun 15th 2017, engine shut down in flight",2017-06-17
"United B772 at Chicago on Jun 16th 2017, engine problem",2017-06-17
"American B738 near Phoenix on Jun 16th 2017, pack failure",2017-06-18
"Astana E190 at Astana on Jun 16th 2017, air conditioning failure",2017-06-18
"Envoy E175 near Kansas City on Jun 17th 2017, loss of cabin pressure, door damage suspected",2017-06-18
"GOL B738 at Cuiaba on Jun 16th 2017, bird strike",2017-06-18
"Southwest B737 at Dallas on Jun 16th 2017, bird strike",2017-06-19
"Atlasjet B738 at Istanbul on Jun 18th 2017, lightning strike",2017-06-20
"British Airways B772 at Kuwait on Jun 16th 2017, engine shut down in flight",2017-06-20
"Cathay Pacific B744 at Hong Kong on Jun 19th 2017, gear problem after departure",2017-06-20
"Skyward F50 at Nairobi on Jan 4th 2015, could not extend left main gear as result of bird strike",2017-06-20
"Airbus A3ST at Hamburg on Jun 20th 2017, could not retract gear",2017-06-21
"KLM Cityhopper E175 near Amsterdam on Jun 20th 2017, engine vibrations",2017-06-21
"United B738 near Cancun on Jun 20th 2017, turbulence injures 4 occupants",2017-06-21
"Canada B773 near Frankfurt on Jun 15th 2017, smell of smoke in cabin",2017-06-22
"Delta A332 near Amsterdam on Jun 21st 2017, hydraulic problem",2017-06-22
"Etihad B789 at Zurich on Jun 18th 2017, flaps problem",2017-06-22
"PIA A320 near Karachi on Jun 19th 2017, cracked windshield",2017-06-22
"PSA CRJ7 near Montgomery on Jun 21st 2017, smoke in cockpit",2017-06-22
"Swiss BCS3 near Geneva on Jun 20th 2017, generator trouble",2017-06-22
"Swiss BCS3 near London on Jun 18th 2017, generator trouble",2017-06-22
"UTAir AT72 at Surgut and Tyumen on Jun 20th 2017, burst tyre on departure",2017-06-22
"American A333 at Charlotte on Jun 21st 2017, flaps problems",2017-06-23
"Delta B772 over Pacific on Jun 22nd 2017, burning odour and smoke in cabin",2017-06-23
"Europa A332 at Madrid on Oct 17th 2014, takeoff despite vehicle on runway",2017-06-23
"Jetblue E190 near Charleston on Jun 23rd 2017, smoke in cockpit",2017-06-23
"Transat A313 at Montreal on Jun 16th 2017, hydraulic problem",2017-06-23
"United B772 near Baker Lake on Jun 20th 2017, lavatory woes",2017-06-23
"Delta A333 near Amsterdam on Jun 23rd 2017, smell of smoke in cabin, runway surface identified as source",2017-06-24
"Delta B764 near Boston on Jun 22nd 2017, problem with minimum/maximum speed indications",2017-06-24
"Delta MD88 near Bristol on Jun 23rd 2017, smell of smoke in cockpit",2017-06-24
"KLM Cityhopper E190 at Amsterdam on Jun 24th 2017, engine vibrations",2017-06-25
"Ryanair B738 near Milan on Jun 23rd 2017, smoke in cabin",2017-06-25
"American A321 near Minneapolis on Jun 24th 2017, unsafe thrust reverser indication",2017-06-26
"Germanwings A319 enroute on Mar 16th 2017, speed scale removed from PFD 3 times",2017-06-26
"Azores A313 at Boston on Jun 25th 2017, struck taxiway light on landing",2017-06-27
"Germanwings A319 enroute on Mar 19th 2017, aircraft started descent uncommandedly two times",2017-06-27
"Iberia Express A320 at Santa Cruz de la Palma on Jun 25th 2017, flock of birds",2017-06-27
"LGW Walter DH8D at Venice on Jun 25th 2017, unsafe gear",2017-06-27
"Malindo B739 near Delhi on Jun 25th 2017, engine shut down in flight",2017-06-27
"Canada A319 at Toronto on May 2nd 2017, hydraulic leak",2017-06-28
"Corendon Dutch B738 near Amsterdam on Jun 27th 2017, wheel well fire indication",2017-06-28
"Egypt B738 at Cairo on Jun 26th 2017, blew nose tyre on departure",2017-06-28
"Emirates A388 near Dubai on Nov 9th 2016, hydraulic overheat leads to unsafe main gear on landing",2017-06-28
"Malindo B738 near Dhaka on Jun 27th 2017, cracked windshield",2017-06-28
"Thomas Cook Scandinavia A332 near Shannon on Jun 26th 2017, dropped high speed tape in flight, low engine oil pressure",2017-06-28
"Vietnam A321 near Hanoi on Mar 27th 2017, loud noise",2017-06-28
"Azur Air B763 at Moscow on Jun 28th 2017, cabin did not pressurize",2017-06-29
"Finnair A321 at Helsinki on Oct 28th 2016, ATC operational error corrected by flight crew",2017-06-29
"Jazz DH8D at Edmonton on Jun 12th 2017, smoke in cockpit",2017-06-29
"KLM B772 and KLM B738 at Amsterdam on Jun 22nd 2017, conflicting takeoff clearances",2017-06-29
"Asiana B772 at San Francisco on Jul 6th 2013, touched down short of the runway, broke up and burst into flames",2017-06-30
"Canada E190 near Winnipeg on Jun 19th 2017, frozen automation",2017-06-30
"Delta B752 near Memphis on Jun 29th 2017, possible issue with an engine",2017-06-30
"Easyjet A320 at Inverness on Jun 29th 2017, bird strike",2017-06-30
"Finnair A319 at Helsinki on Oct 28th 2016, crew corrects ATC mistake",2017-06-30
"Nouvelair A320 at Monastir on Jun 27th 2017, bird strike",2017-06-30
"Qantas A388 near Sydney on Jun 29th 2017, engine oil leak",2017-06-30
"Qantas B744 at San Francisco on Oct 6th 2016, bird strike",2017-06-30
"THY A321 at Bucharest on Jun 22nd 2017, overran runway on landing",2017-06-30
"Westjet B737 near Winnipeg on Jun 16th 2017, unusual odour in cabin",2017-06-30
"Blue B734 at Bucharest on Jun 29th 2017, engine shut down in flight",2017-07-01
"Edelweiss A320 at Zurich on Jul 2nd 2017, engine shut down in flight",2017-07-01
"Emirates A388 over Arabian Sea on Jan 7th 2017, wake turbulence sends business jet in uncontrolled descent",2017-07-01
"Indigo A320 at Patna on Jun 30th 2017, rejected takeoff due to engine stall prompts evacuation",2017-07-01
"Jetblue A320 near Atlantic City on Jun 28th 2017, smoke in cockpit",2017-07-01
"Republic E175 at Toronto on Jun 20th 2017, runway incursion",2017-07-01
"Delta B712 at Atlanta on Jun 29th 2017, runway excursion on landing",2017-07-03
"Europa E195 at Zurich on Jul 2nd 2017, very bad smell in cabin",2017-07-03
"Finnair A319 near Helsinki on Jul 2nd 2017, bird strike",2017-07-03
"France A320 near Paris on Jun 30th 2017, loss of communication",2017-07-03
"Lufthansa A319 at Frankfurt on Jul 1st 2017, odour in cockpit",2017-07-03
"My Indo B732 at Wamena on Jul 1st 2017, burst both tyres on landing",2017-07-03
"Saudia A333 at Cairo on Jun 30th 2017, bird strike",2017-07-03
"Allegiant MD83 at Springfield on Jul 3rd 2017, engine shut down in flight",2017-07-04
"Frontier A320 near Kansas City on Jul 2nd 2017, cracked windshield",2017-07-04
"Horizon DH8D at Belgrade on Jul 2nd 2017, bird strike",2017-07-04
"LGW Walter DH8D at Florence and Dusseldorf on Jul 3rd 2017, burst tyre on departure",2017-07-04
"Qatar B773 near Zurich on Nov 19th 2016, smoke on the flight deck",2017-07-04
"Sun Express B738 near Cologne on Jun 30th 2017, engine fault",2017-07-04
"Tuifly B738 near Athens on Jun 30th 2017, electrical problems",2017-07-04
"Map AT42 near Belem on Jul 4th 2017, dropped panel in flight",2017-07-05
"ANZ B772 over Tasman Sea on Jul 5th 2017, captain incapacitated",2017-07-06
"Spicejet DH8D at Hubli on Mar 8th 2015, runway excursion on landing",2017-07-06
"Delta B763 near Berlin on Jul 5th 2017, hydraulic problem",2017-07-07
"Georgian CRJ1 near Fort Wayne on Jun 26th 2017, loss of cabin pressure",2017-07-07
"Germanwings A319 at Klagenfurt on Jul 6th 2017, bird strike",2017-07-07
"Iceland B752 at Keflavik on Jul 6th 2017, rejected takeoff due to de-icing issue",2017-07-07
"KLM B738 at Amsterdam on Jul 5th 2017, left main gear did not retract",2017-07-07
"Mahan A343 at Dusseldorf on Jul 6th 2017, burst tyres on landing",2017-07-07
"Aeromexico B737 at Ciudad Juarez on Jul 5th 2017, hydraulic failure",2017-07-08
"Iran A306 at Tehran on Jul 9th 2017, engine fire indication",2017-07-08
"Spirit A319 at Dallas on Jul 7th 2017, hydraulic problem",2017-07-08
"Swift Air B733 near Miami on Jul 7th 2017, cargo smoke indication",2017-07-08
"Delta MD90 near Las Vegas on Jul 8th 2017, generator problem",2017-07-10
"Iceland B752 at Toronto on Jun 25th 2017, runway incursion",2017-07-10
"Southwest B737 near Las Vegas on Jul 7th 2017, unreliable airspeed and altitude",2017-07-10
"Austrian A321 near Cairo on Sep 3rd 2014, brand new iPad overheated",2017-07-11
"Avianca A320 at Bogota on Jun 30th 2017, bird strike",2017-07-11
"Expressjet CRJ9 at Newport News on Jul 9th 2017, nose gear steering problem",2017-07-11
